iter	RMSE
151	16.39236946
152	16.34293289
153	16.32081353
154	16.29558602
155	16.22154076
156	16.18258808
157	16.13596797
158	16.0892422
159	16.04034492
160	16.02544039
161	15.97101848
162	15.95312341
163	15.91405394
164	15.85787964
165	15.83052726
166	15.80208524
167	15.76720674
168	15.74517583
169	15.69416804
170	15.65419466
171	15.58843053
172	15.53425687
173	15.49464793
174	15.4706345
175	15.43534267
176	15.42108851
177	15.38834511
178	15.36810826
179	15.34899485
180	15.33176216
181	15.30567979
182	15.26371412
183	15.22571073
184	15.16351108
185	15.14123306
186	15.11110265
187	15.04118267
188	15.00692167
189	14.98620311
190	14.95663786
191	14.92226771
192	14.89726135
193	14.85859477
194	14.84299475
195	14.82911326
196	14.77119257
197	14.73895162
198	14.69521994
199	14.66618589
200	14.62779199
201	14.6153337
202	14.58256221
203	14.55505799
204	14.52144282
205	14.47700573
206	14.43236777
207	14.38132492
208	14.3554541
209	14.30740558
210	14.27317485
211	14.22614755
212	14.17018939
213	14.11666276
214	14.06276259
215	13.99784731
216	13.95512632
217	13.91338402
218	13.89800391
219	13.86512409
220	13.80215857
221	13.75326933
222	13.71800857
223	13.67801576
224	13.65275201
225	13.63455652
226	13.5810174
227	13.56421806
228	13.51599879
229	13.48782669
230	13.46005455
231	13.43763753
232	13.41491125
233	13.3824008
234	13.34162661
235	13.3240545
236	13.29783864
237	13.26863296
238	13.22716985
239	13.19555406
240	13.12736796
241	13.06733607
242	13.01796737
243	12.98973851
244	12.96576168
245	12.93259506
246	12.87387348
247	12.85440921
248	12.80247688
249	12.7500139
250	12.72316193
251	12.69744284
252	12.65559516
253	12.61466356
254	12.565358
255	12.53545905
256	12.49534994
257	12.44411643
258	12.43063915
259	12.3666414
260	12.33539339
261	12.29368813
262	12.24334049
263	12.21924928
264	12.18317143
265	12.16404263
266	12.13447249
267	12.1096276
268	12.0609559
269	12.04945584
270	12.038327
271	11.99897359
272	11.96184478
273	11.95009331
274	11.9106791
275	11.88498293
276	11.84394435
277	11.83281731
278	11.79776198
279	11.79053055
280	11.76999048
281	11.75262791
282	11.71714356
283	11.67064321
284	11.66136404
285	11.61371863
286	11.57923535
287	11.53152134
288	11.49966216
289	11.4835853
290	11.44256976
291	11.42516658
292	11.41576851
293	11.39530697
294	11.35148032
295	11.32522059
296	11.28830101
297	11.27952943
298	11.238916
299	11.21376491
300	11.17485009
301	11.14009575
302	11.11578244
303	11.06980519
304	11.0436606
305	11.01409195
306	10.9868526
307	10.96650255
308	10.93469657
309	10.91521783
310	10.87398357
311	10.84558124
312	10.82236077
313	10.81195357
314	10.78643923
315	10.75410997
316	10.72148849
317	10.69810371
318	10.6931923
319	10.68701762
320	10.6559754
321	10.62497757
322	10.58996022
323	10.56951799
324	10.52719104
325	10.48983109
326	10.46823505
327	10.44801737
328	10.4185211
329	10.39555635
330	10.37327047
331	10.3355014
332	10.29998647
333	10.26417259
334	10.26085775
335	10.24699124
336	10.23161094
337	10.22227719
338	10.19106235
339	10.16925174
340	10.13006627
341	10.11374604
342	10.10646986
343	10.08785582
344	10.06979776
345	10.03892522
346	9.992307659
347	9.948918413
348	9.918986902
349	9.888318473
350	9.876996295
351	9.855624835
352	9.813351617
353	9.80368233
354	9.78496247
355	9.750795398
356	9.723524156
357	9.708929409
358	9.683991417
359	9.638798394
360	9.609879732
361	9.564271127
362	9.560887125
363	9.518159954
364	9.508807258
365	9.482239841
366	9.464913353
367	9.457465573
368	9.438165464
369	9.433231034
370	9.418451621
371	9.388049369
372	9.374728282
373	9.345400802
374	9.322187256
375	9.31515387
376	9.276794455
377	9.253325885
378	9.247374092
379	9.222179566
380	9.184916773
381	9.16018413
382	9.127731487
383	9.092009176
384	9.06920194
385	9.053399281
386	9.027433961
387	9.001885772
388	8.965785754
389	8.960773848
390	8.944037136
391	8.927738893
392	8.911959456
393	8.898762176
394	8.882645439
395	8.845313229
396	8.818153195
397	8.804255968
398	8.796303629
399	8.759022817
400	8.744674924
401	8.739195414
402	8.709834013
403	8.695380973
404	8.676004768
405	8.65142611
406	8.632172884
407	8.620869095
408	8.607843848
409	8.584088222
410	8.577743174
411	8.560587125
412	8.549302405
413	8.527813814
414	8.488349377
415	8.483714214
416	8.457430797
417	8.421042145
418	8.407927364
419	8.382632773
420	8.357202327
421	8.330006156
422	8.302423772
423	8.270585194
424	8.254744927
425	8.248306979
426	8.243867119
427	8.212943436
428	8.196443712
429	8.172889564
430	8.153461944
431	8.134862121
432	8.120947399
433	8.104020777
434	8.093479885
435	8.071387027
436	8.056525866
437	8.030183253
438	8.006727063
439	8.000416957
440	7.991875668
441	7.975118121
442	7.94498281
443	7.912975385
444	7.882239418
445	7.870439104
446	7.840048144
447	7.819986492
448	7.800906745
449	7.782935483
450	7.751644297
451	7.736386469
452	7.712639834
453	7.687214874
454	7.655952507
455	7.651560561
456	7.629408199
457	7.622529584
458	7.596521994
459	7.580564485
460	7.575785902
461	7.562576425
462	7.542391217
463	7.518733064
464	7.500203234
465	7.478375551
466	7.462482796
467	7.434877341
468	7.415945712
469	7.398686185
470	7.394178218
471	7.387283605
472	7.372329361
473	7.359279838
474	7.342768653
475	7.329055709
476	7.324080775
477	7.30814673
478	7.304014675
479	7.27139074
480	7.267948198
481	7.264035121
482	7.256571135
483	7.239287597
484	7.224294318
485	7.20819942
486	7.184827411
487	7.165041713
488	7.156306793
489	7.134376361
490	7.125137145
491	7.095723272
492	7.07562219
493	7.056020204
494	7.030057237
495	7.003785429
496	6.992352866
497	6.971258752
498	6.965284324
499	6.942932996
500	6.937218877
501	6.91847644
502	6.908973858
503	6.895586972
504	6.865674137
505	6.843778848
506	6.82001035
507	6.800334906
508	6.786778021
509	6.777347965
510	6.743184919
511	6.735156599
512	6.717895795
513	6.702065548
514	6.695216548
515	6.681063275
516	6.672248238
517	6.649135124
518	6.642461205
519	6.638040467
520	6.624037676
521	6.601390316
522	6.577096889
523	6.557532911
524	6.547990283
525	6.528853376
526	6.514886959
527	6.507088809
528	6.499449341
529	6.480490591
530	6.470752668
531	6.452067439
532	6.435993893
533	6.413631843
534	6.407848148
535	6.394615243
536	6.378661485
537	6.363997302
538	6.341736573
539	6.329700629
540	6.310489193
541	6.301123732
542	6.294011828
543	6.25809491
544	6.25634152
545	6.245105636
546	6.23427191
547	6.22389542
548	6.212840876
549	6.19474658
550	6.185658414
551	6.180795183
552	6.160096042
553	6.156766105
554	6.135758756
555	6.129029324
556	6.117203627
557	6.104123587
558	6.092635957
559	6.076667454
560	6.072084156
561	6.068120086
562	6.050748582
563	6.042007387
564	6.040355846
565	6.022021223
566	6.018685762
567	6.015212227
568	6.004402302
569	5.978515575
570	5.972544989
571	5.947054295
572	5.93152849
573	5.923603846
574	5.912226004
575	5.885020504
576	5.865346013
577	5.845383844
578	5.831784541
579	5.819731055
580	5.803665347
581	5.787672949
582	5.774598749
583	5.764232091
584	5.75613428
585	5.746927678
586	5.717989447
587	5.707307798
588	5.690127831
589	5.664241395
590	5.656606308
591	5.634935734
592	5.62741219
593	5.623820545
594	5.617353897
595	5.607135317
596	5.595946496
597	5.570034235
598	5.556932525
599	5.544844288
600	5.53362892
601	5.525204735
602	5.51436863
603	5.503154345
604	5.487186684
605	5.472753287
606	5.459527355
607	5.441684675
608	5.430792391
609	5.417146612
610	5.41320419
611	5.397866288
612	5.393418423
613	5.380686184
614	5.376311074
615	5.362137488
616	5.357219946
617	5.344016626
618	5.33709847
619	5.334786635
620	5.327723738
621	5.322874576
622	5.310618596
623	5.29947604
624	5.293531037
625	5.283634143
626	5.266186895
627	5.251216595
628	5.235125822
629	5.230776443
630	5.215286862
631	5.197126374
632	5.178016849
633	5.164320081
634	5.157005315
635	5.141544365
636	5.12920843
637	5.111424401
638	5.097315081
639	5.081717597
640	5.071019746
641	5.065082984
642	5.044672884
643	5.028826346
644	5.012751196
645	4.999683319
646	4.988882713
647	4.967698707
648	4.960950562
649	4.937810091
650	4.921497123
651	4.91589209
652	4.91292481
653	4.905765363
654	4.897232561
655	4.895102209
656	4.882033818
657	4.869241591
658	4.859775872
659	4.855611352
660	4.851945087
661	4.841569313
662	4.829515631
663	4.814301957
664	4.802105124
665	4.787408458
666	4.77554797
667	4.767292409
668	4.750615768
669	4.735249545
670	4.721571894
671	4.708952305
672	4.696911499
673	4.688468556
674	4.681550396
675	4.672736258
676	4.669116881
677	4.654251106
678	4.638290646
679	4.629379933
680	4.619740665
681	4.604029938
682	4.590222804
683	4.583209106
684	4.580493746
685	4.576930467
686	4.568353277
687	4.559764077
688	4.552204141
689	4.545572064
690	4.535160699
691	4.525212055
692	4.511032733
693	4.496150467
694	4.489141607
695	4.485019412
696	4.473483371
697	4.463320142
698	4.453007129
699	4.444026894
700	4.440923932
701	4.429763203
702	4.419882995
703	4.410406428
704	4.403646643
705	4.400366693
706	4.379672042
707	4.369337891
708	4.358496035
709	4.350237016
710	4.344399799
711	4.333065116
712	4.320123373
713	4.309376481
714	4.301114878
715	4.296042214
716	4.293117782
717	4.279712169
718	4.270981543
719	4.258253963
720	4.250774155
721	4.238626995
722	4.236033141
723	4.221752981
724	4.209745913
725	4.193129188
726	4.189735391
727	4.179011483
728	4.165426457
729	4.163112363
730	4.158595764
731	4.147689953
732	4.135102754
733	4.127281815
734	4.11561202
735	4.105999924
736	4.099819325
737	4.096619484
738	4.08589302
739	4.075335422
740	4.073719511
741	4.072355195
742	4.063172193
743	4.052597219
744	4.043657726
745	4.030399756
746	4.025766561
747	4.017906751
748	4.009174519
749	3.994989545
750	3.986785554
751	3.974169586
752	3.972362656
753	3.963974829
754	3.956383516
755	3.950529779
756	3.937830126
757	3.925075772
758	3.916847579
759	3.913439019
760	3.895430837
761	3.88696554
762	3.878239911
763	3.876808218
764	3.869631501
765	3.863943626
766	3.849470971
767	3.841371547
768	3.83368029
769	3.828329866
770	3.825450875
771	3.817362881
772	3.799949492
773	3.788825192
774	3.776328394
775	3.770866288
776	3.769526662
777	3.760569024
778	3.759029146
779	3.756240935
780	3.7501593
781	3.744655382
782	3.729133005
783	3.721652909
784	3.715939163
785	3.698127161
786	3.692351213
787	3.682961379
788	3.672052068
789	3.66294004
790	3.658336828
791	3.65052932
792	3.641723673
793	3.636149727
794	3.628612476
795	3.618987115
796	3.614026159
797	3.609767228
798	3.607005555
799	3.587800924
800	3.576413846
801	3.566065818
802	3.550945724
803	3.547818977
804	3.537497014
805	3.534931796
806	3.529876772
807	3.520527922
808	3.507506419
809	3.500554648
810	3.492688528
811	3.487969189
812	3.482677786
813	3.480328529
814	3.473050465
815	3.470053114
816	3.459682543
817	3.446928325
818	3.443094513
819	3.432608422
820	3.428540604
821	3.427762722
822	3.421211897
823	3.411816728
824	3.408133371
825	3.39433481
826	3.384435512
827	3.377280497
828	3.369405406
829	3.364533805
830	3.359019124
831	3.350900903
832	3.335419272
833	3.329170278
834	3.320898743
835	3.309714219
836	3.307773315
837	3.304392246
838	3.298855094
839	3.290194841
840	3.285388168
841	3.273700322
842	3.262698284
843	3.251804482
844	3.244530992
845	3.232846069
846	3.229775168
847	3.223859217
848	3.21912795
849	3.215022601
850	3.203515498
851	3.19571541
852	3.191518864
853	3.183239759
854	3.177297772
855	3.175830864
856	3.173890063
857	3.172455553
858	3.163328005
859	3.152930121
860	3.140461741
861	3.130703064
862	3.126252668
863	3.124929161
864	3.116439615
865	3.11181443
866	3.10650731
867	3.100472388
868	3.096567435
869	3.084420323
870	3.074663869
871	3.066964072
872	3.055970254
873	3.053866611
874	3.046872514
875	3.036280618
876	3.030161664
877	3.01827773
878	3.010479718
879	3.006385805
880	2.9951674
881	2.993031279
882	2.982544268
883	2.971284295
884	2.96856765
885	2.965659445
886	2.95270609
887	2.946308309
888	2.934335192
889	2.930484593
890	2.920413078
891	2.91698612
892	2.91522667
893	2.906895247
894	2.901509192
895	2.897019204
896	2.88174031
897	2.873339292
898	2.871309497
899	2.865774429
900	2.862487568
901	2.858267974
902	2.854875812
903	2.850630338
904	2.846394907
905	2.833768177
906	2.831306734
907	2.826691215
908	2.82112536
909	2.813977422
910	2.805910332
911	2.805244256
912	2.797290715
913	2.787239871
914	2.781429319
915	2.778329461
916	2.767156607
917	2.76348862
918	2.761958697
919	2.754890218
920	2.747154268
921	2.741388508
922	2.740352983
923	2.739286715
924	2.730615076
925	2.722517848
926	2.715826529
927	2.702663625
928	2.693606186
929	2.687436089
930	2.684358901
931	2.676206925
932	2.670168551
933	2.665130221
934	2.658972003
935	2.653786494
936	2.652507797
937	2.650948006
938	2.646937578
939	2.633451818
940	2.626759464
941	2.614413136
942	2.609919344
943	2.606778374
944	2.602090363
945	2.597559088
946	2.594906488
947	2.592185016
948	2.588550403
949	2.581998574
950	2.573893956
951	2.569113587
952	2.564809202
953	2.559344037
954	2.552413204
955	2.547106009
956	2.537216027
957	2.531162683
958	2.523806014
959	2.51997889
960	2.515196446
961	2.511405012
962	2.502180778
963	2.492737286
964	2.486696184
965	2.481514523
966	2.479491165
967	2.471902768
968	2.47066687
969	2.466752031
970	2.46505613
971	2.46265542
972	2.45764545
973	2.455685322
974	2.446473197
975	2.444104408
976	2.438958987
977	2.430299888
978	2.426830887
979	2.424032519
980	2.421921784
981	2.41215244
982	2.410808804
983	2.409339136
984	2.402613271
985	2.391963436
986	2.385736629
987	2.377850755
988	2.371129814
989	2.36495385
990	2.362968482
991	2.359543481
992	2.358319303
993	2.353092945
994	2.348496734
995	2.343536881
996	2.338305313
997	2.336808946
998	2.331742728
999	2.330729525
